translation_key,korean
70dc6fa174c9cb655e29749441e61536ad317b7c22a61f5fda643d9670c8ec4b,인컴
20e83724c7672b1285c3215ed87796fcbd8f2a8f8a29c962dbbc7c0464e10f59,인도
5a7d98bb4aabf248a06375ad997043439cfec7a0b30e400c4051791a58e88a3d,인도차이나
42f4294623ab0467de3484517216376796692186dcabc8127e8aa1b19002850e,인도네시아
365c2a11d650207bf5762cdf87dc717ab2637839e5d843dc4cb248a23a49c0bf,인도양
19faf43371995dc603da9b41cb17dac6a595287c6c57629699efed5fd5c4a318,웨이브라이더
e69554b8c87b831078316cf365b53e8bba483aa926cb3b032fa6abb1e712b6ab,볼프강･발
d87fb992a628fdb92b17033b1aa11dbc74c5786aa895c06ee41bb04eab06296e,원･리
7d383213b088bd02c168cab94fa4dcce248a4b8d5d85deef341918d44f616397,우디
529fea9b4d97ad2f9d465ab83d95b92e10baa4852f820f66a1b4021bad5e2283,우디･말덴
cfb9d5a91a3e2613e42e4e7cefb7a96368d1f80f96718b769226e3e076ac9c9c,윈치너클
e4b7c86d5b69aa3ff54af34bf8a7951337ff58fac3ba89b644c48589cba9518f,윈치머신건
7a1e0e1957f3944dd5cf4f9b779a3e7e81f512679c86b86d373cc813335de6c3,우주
dcf7a988874c0c7d1bdf6291e6d13e6d48fb5c54f9cbc3952d6e061065bf21ab,우주-1
19dce4532244783c8dcebabc91b22ba56fd4d62624e0d5e39a1e9c1f8c457caf,우주-10
8add4f06a9be66577968a4129d5dde8b6427ba72eb21994eac6bb6c14d7a861c,우주-11
0fc7c2a323d25fc68cff4020e9c4949d66722d7974f16f57e689e753b29e968b,우주-12
0d17d94050d8388d1d6c0ad7819045b6089ee80db1aa32bf1cbefb8ee1132f12,우주-13
7fe193d1597539b654d7d5f198d4fe2690751138d3691c390f621ac42233dcf5,우주-2
408668bf57c09b370726170457a1e2f96f41d85790b1da57003c03d9dcf43935,우주-3
19369b97d6cf31e405136340b746d84b1abe51b0cd555b662a6443e16e8ac732,우주-4
e4719eac68ad36ebc9201b1ab5ef3f1c66341f8a4578fcbd0fa82c1bd2a364b9,우주-5
dc1953705162e72e338b91341a34fc84833734116c2c9c89552a9490594741f6,우주-6
c03f95ba246344e44d1c85221f3065d7e0d6289bac078f9787d3ddf6063ab363,우주-7
33ecb702ee24965f8691cf97dc22208f0e05c5eeaa09758f88a379558a375a08,우주-8
f3ce758b86cf65fdf05889ed4553afc080d56824f33d1572cf3feeb10a76bd92,우주-9
ee9bff49a4b413f3647154b57d1864e3e5a860f1f8dbf52c4a09d05f0fa61ca9,우주[운석]
b92f7a3d8577636ce420d5763fa1596a3259efec3811e00f18e76d41379e8060,우주[잔해]
4e3cb9c6965968a905a7291f021a06d2b366831461b9e77de25dcdb8da3fafeb,우주전투기/개발
372196f011033adfa34d5cbe9037481853813ac29a94042934f25c0d6facee19,우주용･고기동시험형자쿠
51a181162ccf5b86e0b1cab50392cd56df48b4ccd16e0a1bc435a0ef9cd287e1,발사가능
5a3dd5c9b3253edae55b8c53cd9a0e8fa934dd4e8059a2410d80a799f4c76df6,바다
5b7f388e2cbf9eb112f140348d114305ae3686e86f917e90b857dc7330bfcee8,발
b8b09b6e5750ac7ce5e06f03cfd4f502088fcc94051ae7b6fff8b714d68426a0,발･바로
cc685b6fb68f3fad1a156a8e8a87892171b1c85d075aa1ce4601be87b8d9b0cc,비슈
bfc1251d25f769976d445b78fe4d0ade34caf551c5be91eeaa65b33e8f0250af,비슈･도나휴
8fdfc98d4602a88a4b1ebe9aa8457d2c03ea36ddee2e7909318eae19de20c584,베르너･홀바인
83885f9e0f0977e733e0261f81d518392dedf8283994fc8395d0b7ffcbe46699,에우고
7c88b781a178770be72ddd4c960bd4f886ad049f352c15fe5e29f4a4edc07442,에이파･시냅스
b10e64ec72d3e3302e73b5b2088706e9a8e793876f163528fd5fe204a3291530,에기유･데라즈
fae0a72534a6dbbf565d15f8db5ab1dc0fc0c2bdd3e3aca10c4d28fa07bb98cc,에너지건
123b52474156dba43091a808dc34e9ff17940f0fedab02cf287c0126d1e32101,에마
d612a653379e56b41d3ba0609a27a84732c8134d1135ce8fc54cf15655202e85,에마･신
c1ec08c40b4001f6c7fb783a53c9b319f642207ddc7aecbf5508bdcdd56ee78d,에머리
a90a2aee3e3a93e8a18ec2437a825adc767822e5f949040c60b806487fb98eed,에머리･온스
c75a6fcbcbba7991ef9b2a82be63fcff23685183e5e07a004dbc40d833bdd883,엘
45139cd4c9668ad9c96d085479a3dc057c20a26cc56bbed0b73e54b8feee337a,엘･비안노
88debc6679e772c277a9abfff97155919bc14037a14cba19511dee2d33887bd3,엘피･플
cc4e1e7a2f9c3165953ede133022dce36f6302d0e146fa1c37ac04b47e5240cb,엘메스
c8f5be3706c0e7fffd9d4bbc9f5017438201a4c9fd8095e20e8d206036e3e9d4,엘란
78b8cc0c0f67418249cbf6c89a1f5473dc3e89700f2c1e1eb86a3abdaa766e89,엘레도어
2c2552dc36f6ac5e915c8fc37a3c0d2158adfbf51dd488c4f37eed719b79ccc8,엘레도어･마시스
ad6c390035fe74dcf300bf65fce68ac3fb59000e8d4e62f2c13a229840bd9130,에로･메로에
112119d670c6879b0048a3087664670fa2dab16e5106d22715a45d7d40d25469,엔드라
1e4fb539ef17b5d55c194a532a5cf195e44325f4cda92371527d21efbe85b415,옥고[바주카]
6c9ae3f53a5724c9b7c8d8c588f37b788d6eb5b0ceb1e2ca78fc18385ca68f68,옥고[머신건]
04c843cdfd9996fcd476b867edd0f263a12dbe5c8399981335d6817a2e74b4a4,옥고･A
c2ae4f0951821289ab4643689bdabafcaa0e70693b08c016409493f99b05f529,옥고･A/개발
1360a03175d7b6d0769073af45b84f6b3b6763e35aa080d1e1a7cd4c32efb6c9,옥고･B
65c03d77f7999d583e051102042d0921836836c93836f0cd5149c32e70cdb2c8,호주-1
796aee6898616eede63dc64f8506e4819416dbe9e714acaab4a5f0f377f642a9,호주-2
7341a81ba1176c69defea621a488b68f9c04d5ea1362a1adf66e659fd3b74e10,어규스트
1f91d93c10cf91f1dd5c1df501c8de87c9e65a9b3f8eb8841f818fa0c0b5463a,어규스트･기단
0932dea7b8776241a86f6078da2e28f9c8bad0eded48f96b13b4bc6b9c229741,대형 드릴
0b76007d066ab52f55ea819e1c0250a9ca6fa933084eacb31047093a4cb3812f,대형우주전함/개발
9c3fe6960ef3e3db5ee98fd927b3c40fadeae6c369122fba5cc2da0f32208585,대형공모/개발
9eb3c07c80a864aac63a8646944d5382b08dc0a051228e6275bdfad87c7a15a6,대형전함/개발
22d2e4cb9f89978aefa7d9bc07f1ee5a0d8bceedeebc5e60dbe2b95c9ff7bdcd,대형미사일
fb41550111a46cb551117e07d6c05562150efe2db21f60121a76943751eb0a8e,대형육전정/개발
a8addba8e771c62c255b7ecf3badeb6e356119c0244fdc74282df1f8a4df7f27,오데사
b80c7b65714a75b52b88f4dbe80db1592872c0744be1467cbfa337fe7c99cd1b,올리버･마이
450378c88f35738d376945cb343fa6db9ca858b471625b05d7836be823105063,올리버 마이
e76f4e1cba466cd4dde2eb8ecedc561efea6552bb8aab365da46c4c45653c09c,오르테가
cad57b9f255a834d0bb32fb4521538e2c2070a09270a588b698819c3ccc04945,커크스
565582d8e0bea6932caa0da14d6cbba20a77f3df1a0526a20717de4b7a738afb,改
14226d58cc188157bf7452eeeb6648b130c92312bd9691dec348fede705df41f,카이･시덴
7364943ba817c0e3f94e0c5a803a7d33f9bb078834b8995af7173c4389fef736,확산빔
c40d2c84f62ebefe1404368e97683a39eb318c0b04725428e01adc82d452898f,격투
510a1b84650716247617cbc533ff6471b902240c3b3027238dc3ed86474fdd89,격투실드
43e04048836e898c058b705c366158c6ea58a87f4f9fac0c58d00be5c17124ac,핵바주카
69b14a411f975d0426ba5baf6f968aab5c64aa34a4d2be8f51c80a41f84fa2e3,확란막가능
d622fe586f4191dc01fb25e97391040e3adfc1dcaaebd850aac334a373ff6ca7,카크리콘
5bba1f8f5193962d245e37cd1adadf935f759f967c832e9c9b267f3971fd8762,카크리콘･카쿨러
d349eea7eb61f774dc555e155ea348147fa0bcd6815da1a2516efe4910eac8e5,카자흐스탄
8663d98a0e17208f8d297b9ea07f4abaaa30c3dea89414b0edc6bc4bc30a9716,카스펜
71a7c6c7f320f3c41a574059105ddee34a6085f39e2d8c6976c3427288c3e061,카츠
67aeab8fd755705f97ba8a7e594118b9086e4c5ada3fd6f8e4f680ecc1ac75aa,카츠･코바야시
05549ee159d45adebf948563de88a4be7bf245c9e37424e46d7b202156364f66,캐나다-1
754d791079884d3cedda4c345cec3f3eca78ced295e30193d3f1e6d74cb03f3c,캐나다-2
3c5ce208dd8f9cba4b71e1ef2657241ab67bd4edae8e6f42d8ed4f908b7e6584,카풀
70df0d06b8b068f1d69c6dcd68e69345d55f5d9d933bd081534714b300a76260,카미유
45132869134c66682f03e4c1dc25df5c75892a5caf7b73f7bf2990c84127f443,카미유･비단
7c4d3beb6597558f4ea029e1c3bebeda7dadd44def552847cbdfb58a019c9c46,캄차카
331b16314c083524b46c5e43a84533d7605b40a3e24b851d6b90fbadab20c97c,카메라건
8b4ff6d457f926279e00d4e72600f890f89696f377781a7f54c7a277dcd65155,칼라스
9729b65bcb8d8102104e8b4fa225baeaf6c1b4475b2c883924611d3831730ea0,캘러한
f77e4daa936a17b6c415f352746a69cbee4e7e595570851531ec73e499ec984b,카리우스
84bbdc516a6043ae0444a1165b20aab30276f22c9e032c107c76911ad4460a61,카렌
84df72d2c286847d36137cd774e031dcae8cb7def2a0d45f544131a64e929c9e,카렌･조슈아
ad681abfc2150da321b75fae26cf45c4d1beecfc4b2561349c0eb6063024f666,카와
1d9f080cbc2388ea6763b9c910ab155ddc4a9ce07d15530dc5dae62784b08b14,가조움
2541cc42e0e69c05f3ee980c026c7742ddfe9adb1b3763e590b0fed441f6de54,가조움[MA]
0387d7ebd68b8a8734db9efba1ce6ad9c6f3a72f6c9e9e847b186aa9740e6709,가조움[그레미/MA]
3d3305dfa0609afe97525ef108ea3d570421b6fbb4f74ea7a8a8fb9aeefdfaf8,가조움[그레미]
8306157dd330431675370d8741b6a159ecc860e7bb6a81a4243a745027c09af4,가조움･MA
27ee6b25e9246a6a98f18ecf95ee75623c3e2665ca92af2be6972f6c4481b2ca,갓샤
8d9db825916b50e99cceaebb3d1ff4e2a408ab7269dc7bc34f8589ff50db9090,합체가능
3b857a262627cab76cedc975299e38e0d3c7ba7632f66501a8a9aef7c29bf53b,가베라･테트라
8329e4929e8fd15d8dd9356e4ee6b9e9309a538f11830d175ccfa65a3c0ad015,가베라･테트라改
5451dbe9f987f4fea9ef35d84543a0cb8a478278c19fcebc7bc10c7ef20f3b06,가베라테트라
ce5cb746173e28c45d6daee10c96a531e8e9d8206bfb7b642df980385f67becf,가베라테트라改
2511ac1a6a63c47e3a349529439d330313e07b57ff99de738315e137ba26712e,가이아
beb2b4a245b03e3eb8772efbf43a33a1a529973a090f3ae05bfd082505a2bcc5,가우
d63ef86262903c353ec9abce0e28e3179642df7a54fdbc7350992120a9feefe9,가자C
53d06ec4a8ed26b3a9c222c133cdd898304d756f461ea41592118ca6931d7620,가자C/H
16035290e9a5b33f75fe9d4159c7d4c5ca612bc82add1e05a1d1c27368cdf403,가자C[H.C/MA]
b637cd0cbb35d60de4a83c76894d52df15c1a2f4eb8a7fc6c250cc1ee6234746,가자C[H.C]
ccc4b6b8c790c87b49dc74460437b738ca92a9265ff0992a51b0665576450a8c,가자C[MA]
a0decb821053c209c6f84bd677dbb5b94d6a638f7c914067c4abf7aaaeb1e2ea,가자C[그레미/MA]
7756f5ec96e2f67d67931d2d3bbb4853e831bd39b78a5a027322107f4cf6dd92,가자C[그레미]
ca395b8c814de0423fc32d30d8d1392b75da0df60f513428fd4573e3b26fa60c,가자C･MA
244181f92f7e9c14f1b3f1d04494880bf08f8898892ab127cee8982e6cc1dccd,가자C･MA/H
0183464f6befa5a360002ff6b35c907049b036e598cb26366c888e25e44ad40b,가자D
226686d1b2f34627eb3f8f3a41c822fbca84d2af4eda468171594c23d35ad618,가자D[MA]
2c4671cc2f235c05921a04731cf81cbb6aace41911a17447e8f7f59be852f484,가자D[그레미/MA]
eb922e0e85654a04d57012cd28c849d4aef036cc411a5ddde5e2074c5da03111,가자D[그레미]
0d4494636d130c17d3ecdaad6769103767d622ba979b32540d58aea0ba8fd0d9,가자D･MA
398561300023e5113b7b24df53443f3a32c239d5ac37a43d214ddeafce25c8c2,가자E
9dced3c6afc1e79dbd59fe1b06cfa3dc19aa55c9f3a63617f63a260000390613,가자E[MA]
258726640168fe2ad5e58269e05adec552f411f4050b8021f217a4393a198afb,가자E･MA
b72cc4b769d06b521eae62ce6d80e3a7d764eeb7450a6a380b6ce797c0ee080a,가즈알
08456c690e69b554189f33df176712de365fa198f9eadf2549e76d284d74345e,가즈알[F]
68a90c9929fa88769cef357577836fb3d76496a0227792deee950ae99dc2bc88,가즈엘
e05e7aac47b6e9a19b468e7d3fa6d9a67012c2f603bc68b517c227b83070f759,가즈엘[F]
1b194e6c4732bdde0799d704eef1e1b42c84051b3cdd57c3c64e84dffae005be,가디･킨제이
a7376dc1c8abd63649d071fb200cf5794a01529da165446856ae3f3d7fb1c35e,가데브･야신
464343dc21534bd6d34d9ddbe7a400c65b0153655e376bf7cda00847cc3438f4,가뎀
8b02f9854b38f9c53036d12c88007bab5d692c72ccaad36531cd5872ba35500e,가토
b501c62f2db4d2cc4b7ec94acc0174f5d1786e9a869c6f58619d494de531d5e0,개틀링포
becbbfa16210e8206966de329861e1a09937e81c293bb91b438483e17a8db789,가틀
b446b3bab169f8bb5d2cd40db3f68c0b2ba0b4e1b99984c43be70969446ac457,가브스레이
700e24782710da176d34239b8a5c9883efd571f72d93d9ac4c8ee6af6251fb95,가브스레이[MA]
532925eb3eb82cb8dd6c77a4929b4816ecdd8a5fce8a94329e87672030067f71,가브스레이･MA
81f0dce401f6bf92165e1cea388689d92e45d1054823b03b3b8d1fc57e03916d,가브리엘･라미레스･가르시아
9f02a965470fda28770f9bd057d41d2b13d44ad6b199ba72b46013a3871fd3dc,가르시아
3f949398a72879b9e4b839b3b12ecd5a18b0155bfea8d8b3f140c592c9d288bb,갈스J
389f596d05034b6feda366860df1ca9fc669560f4f97815b8442c68d381c7a47,갈스J[F]
41d10b4b421a87ab12af602d8256c2a3010de51adc2e18f996d26abb01866f4b,갈스J[그레미/F]
25bea3751532a19dd8c5b23c513678d6e0176f4d3160d79cee1c8b3eaf0c19c7,갈스J[그레미]
a1c2fa9911aa58ebdbe48c99255e2f9c8844e67e655c423880a6128c7d67353d,가루다
b4465297f0b4ddaeaea18a385db4d4f9b482c7ec718314687592388836ae263a,가르발디α
ad1df731e336c3b1535fad7aecee928e7fbaea81afdd8efc6cc773537ed9cbcd,가르발디β
9723f308f413728c0d79eeecda7870ffdd795c7557ace00f83581c59c81e0b71,가르발디β[F]
d41b7abaec106a3823788689a61134e59570f03ea5d4a62b5cea645039817880,가르마
22c5489de7903f5fea85d67083c5d3c7a996aca178eb1b4335bd318072d6d4a8,가르마･자비
1609b8a92b0b57e13d98e0810620b5d68ff125df43321a04936c84e37b127e52,가르마･자비[신생]
53f41eba35e7afe29a882784f57e6751d13509b3154fc188e51bd057459d252a,건캐논-3
630303e2769859f9395786abf98d0310fb89f91becaaa9eca858923f0c2bf52c,건캐논-D
bd35b751d69e7276f55c86036dbb685121a6ed658a03925bbdf58e5b2c97f819,건캐논[S미사일런처]
5ee610c07dffaa621658b51fb6694c8b20ebcdca71f1df865369e81b1b63ed19,건캐논[캐논포]
0b3db8ceebb580ff29d9f3bc12bbcf1178223ea586e2a713b0219e6d681add8a,건캐논Ⅱ
fdb2674f0ed5d001fe2919cad1c38c34fe50e07fb3dfe6ed007477079bde5c41,건캐논･A
ba0e36e85179f42622cb4b7bcf30d182ecacd68fb309934d1ecd6cccf8b3200a,건캐논･B
b850e436a8851f353c239796a0374e2aee6f4c3ef286368c35dfaf5c23a989ab,건캐논･중장형
d64e40b5fdf41a4928a36684d78b99a9ad38b167e5d8a8a7e577faaab9aa3e37,건캐논･양산형
6d65e64255b3eff8b876940268b6dae7bee5446d192711f3ecfada9db6b5c522,건캐논디텍터
be568e72cbd6ad682bb09ffb4ea227a418e3829bb931510bd57d9c2831d3684e,건캐논디텍터[F]
ba266564058e4c966bea3f744b806781f402c20deca46a1d4208722db9b04b9d,건탱크
c5a6904a63554bb671aa1c7fb1e4bc2aa374f88e18b611787fd487e9ee46372e,건탱크[양]
e94ca412672c1e27cdf9cc1589f2719e69af15e2f64edfe08721f7825b87e71b,건탱크Ⅱ 
69d8f24f345ab1ccb62eb1ddeda1d3bbe770d7c2645af4c67040f95644f62ddc,건담/CA
f9b1d09719f4759ace83ef6091e8c9f4797f2a91fdb411e283577c3e6f2ef912,건담Ez-8
a1d77badbc6ac8add7e5a792172c8a1a76693b752b6d184d807a304aededd2eb,건담MA모드
e3550d5398d64146fa8b2b1b3a9e0442aafb651fcdf3a8b3ca92ed06561a8058,건담Mk-V
dd5352c6529c75d6eb210637e6f7fd43d304f54f8b762bb9e21f75e92ba3e5df,건담Mk-Ⅱ[B라이플/F]
7ebde4a04c6b58b6df98012fd732344ef104a3fdb488eb3f49b151a4da6ec871,건담Mk-Ⅱ[H바주카/F]
55d003e99286101a4f9efd03c3e024aa56ae251456f0ae95198d980bb51d58b2,건담Mk-Ⅱ[하이퍼바주카]
87176065102fe54c9b548ccd89e4f87c18910b054f141b5f2f2274f090357a5f,건담Mk-Ⅱ[빔라이플]
277d29196a8317cde37f3ca0b01a4ad422295af716950909560b07460e3a24fc,건담Mk-Ⅲ
2e5a5aa942e78590c2a757b911a2b0314f4f49bb04f84eb5d5a149476ccdb097,건담Mk-Ⅲ[F]
03d5b18b9d418d04d6fa897a812c3313ef6f6474344b60430bc2b64fe9c80af6,건담Mk-ｖ
223543ea57d4d52c8e2485914c218e5570133abbaeb9452c3803e2ba88043e46,건담Mk-ｖ[F]
d3f069e3294e37a3ab0de9e02bc69f00780fd71068a8937116ab6f66d059617f,건담Mk-ｖ[오거스타/F]
1552839c9d95797313cfcb8b4bf54ce2b4c09832af9c275adaa1029d38f2af94,건담Mk-ｖ[오거스타]
2e455a2ec54911910c7c9559b6d65fd3c145a5534914b2a3a970572c30323464,건담NT1･FA
0efa62b0b69a4abfc1feab617cfdf58c351c9db61baa8066a8ce7c37e79b321e,건담NT1･알렉스
7176e0a7251583900636f09854eea9dcd73e1a25b4e787a35f2d522b3b74cd90,건담TR-1[강습]
8328f7570e54ddfa5cbaf6dcd3bfd99945cb8cfeb3551356f423a86dd3bb531b,건담TR-1[경장]
fe8d00cefb44c035cc12ff9dd182d3283aeee6a12de616fce2d9ade184049373,건담TR-1[최종]
d8fc98428b6a0f3f3e11e5d804c8b25c37ccebc2480b8ee02abb8c3d7a07be71,건담TR-1[장갑강화]
8669d0f1d6d868def8c65f469a15542c7a9055eead00b99c78cf74c399e9307d,건담[C.A]
bd9380225790c91689f2f5c493c944bc6569059d3ac5348cdf9258b94151eed5,건담[티탄즈･사양]
6e7ca2ce3e547a9f5f865aa4c1e628d4c1d39f59a3cfedf3e96e9def9e0fc072,건담[하이퍼바주카]
282e28705de5f3b7fd852cfd9c9ed5db57deffe5918f9f7115424ddc7935973d,건담[빔라이플]
8218de9ed36aa45d4a3dcc6b0d9629f40d78cbd224d1dd646dc9c59bf2de4105,건담[풀]
3910b900cd1dd4b7808cce71eabd5f56fdc74d5e34fbdcc180e4cbddffb88c3a,건담[풀장비]
d736047e62692ed76ebca6885584ceb05e1d6b0e75085e9262812fbea6a1e487,건담･A
6574c3568c3fe3883b68c4fb6196775e3808d1f6169880f793a81077e2fd812a,건담･B
ac0fdb56a44cc5a34a0867482895c345a5fd4dcd325d08fda0d804b40ef2245d,건담･MA
3e7eb7bc4b6916effdf89815e53c513de6da4707dd5f9f62133c5967ac137a8f,건담･픽시
f8f49e3179b9efc9462121a1189e3a1289fe839e01684194288f7cceae57c346,건담픽시
76c55c2503b46b6e85c12c0f3b41aafb794bc6def808e88f50c479aad1c19106,건런처
4187babeab066e6b8c80af7cc73d2fdc7ae19e4cfd85c98a06ee09784bcea411,캐스발
454fa77b090e4900da3df4a47ac86b9462b761a89328d88d205fcc4895b232b4,캐스발･다이쿤
1aa5fed0434bcc005def62d0c081eccd25e2c5e1b67a40c0163b583ff4dee778,캐라
3b1e4837e386b8983a6a8af6c27f34688a287e9183efac1823750878d4d34fc0,캐라･슨
fddb5d8a240f30f0360c1207a6dd54d98811cc357c73178a32c1c44004ae9dcc,캐라･슨[강화]
788e6eb5352d2a8143ff668348367c4fbc0e04774ccf984506301cef7f0c8a45,캘리포니아
5c781de46b1e74043e318340c2fd758d219e753e6bb9831db1e610e762c0138f,큐베레이
c6646985f4e30725e9256061e7a6477252e6e07eb2502c38c1d48ff00cab1968,큐베레이/EP
c2d7bfbc9f074b6f534ec378646e48c7320da20f7b0fb99b3b1df8cceffb9fae,큐베레이/PⅡ
8661f69941275924810f45b2147dc5f96f834c5c94ee108906cc3c3a497c6e5d,큐베레이Mk-Ⅱ[E.P/F]
92ae1ee48b5c55b9909450e3e5061d644b8485a68d7c3facd383c9ec806d7957,큐베레이MkⅡ[E.P]
57717af39734d68488ffdd576a75a7a6c995a672cfa972b557803ec2fd8d0003,큐베레이Mk-Ⅱ[PⅡ/F]
0a585580a72b70cedca5e255a53ccb6f2a24ef93b514748990a11572a7be3f7c,큐베레이Mk-Ⅱ[PⅡ]
fd3ecf5feb0954ae82f2088073aee8c0ff9ff3974dac8d5bc44b7a22538f373d,큐베레이[F]
b1cd794aee6fadea1bacfbde7d8b215d33cf2e755d1b273649a9237083042022,큐베레이[양]
0118d94cebbbf71865dcae72162aab8079aaf4c5a816dd9f9ed8e86a3e8cd9be,거대유송함/개발
a34f701132976c280e4f86f9a00b0134bcd9c2cea758b1716e420dd70c55784a,거대유송기/개발
23e24064f7e8fb2b23b946bac89655abcf6c755dd1b57f3a1b4f9409457295c2,키스
0438f140281069720c1dc7c34fa926916f9c8fb329fcfba60feab76a3584ff61,기관포
517d73857d777ace25a7d89f41e1534241e0b701aa3ff862abf37e801f8dfe83,키시리아
132de00cc8f7c607abc27cbb8cd2d5c6fe534ca20bd06b8d0930eb8ff4547de4,키시리아･자비
c7c28e94e46a5c15dad6398ca99dcf1ef2c37a4c92bd7c6495b1739da25814ad,키시리아･자비[정통]
03c32c060b7a96c6b6e413176fc7867f9db77d4a50a69f03bad3e89c8c0afc85,기총
2910a9b9a6d11fc5f87cb9c114cad963ad2409493ead1afa872b8e126d8dc425,기지
1cbc731230db0a6acdb7cba1d26bbbc5c39efda686e59c7730ff142641dad06a,기동순양함/개발
59e42bf48b816296e766dbdda3bbfa07cb447f4b7a26c1872b4bc15a6c4379ff,키리만자로
10cde70f8bc1b62c25916dabbd4ff85dd2150f63dcbab4812b1024bdca941e85,킬링
b01b357fb3a7667ea82c60fc4132300a38b3d3e04e8f8fbe42d0316460176983,근신중
3ccbc2172499355331477278817e8298d7167c5a1aa3e2481bda0c9ed581aefe,갸프랑
c02798ca7a031119ca84c3e4965f2bfab490bb78180c89464e4589fbacfd5893,갸프랑[MA]
19e62f484cc673cd96fbfdead71f020b799cd141c650f92a8b31fc89ac458206,갸프랑･MA
398bc64e25bb110451d2859c55f587762304f7375235934534c601f2589e12bc,갤럽
ec997e71b819b6e380cac63c87037bcf9e09250d3326af056297be77ae800ec4,걍/AG
8c01fe3831ab9ce5aec00c6d15513750a1cf6b7f10fab91f91ca54757c264703,걍/CA
d985f4a4ee2add73df17e8642f2aba20135c102b8eb1855824c54cc695698aa9,걍/RR
2c75a82fdcef96d9392772f6dd0f80c40cd2dba86887f54017c498676da711a9,걍A형
9a1cf6234de8893ead39e65a76375b7334777c62f4620eef00ca999e71cecb40,걍B형
ebca0830676879d50a28c82c22e762d8d21bdac63f46584e698ed280e7a4ce15,걍B형/3S
93196c90d26a384aa164451d2f67382713ccd7aab2a8f1c8970df49128ab171d,걍B형/JR
bb28b5ba7cfa62271bdc2ae02ebddda376708f1dba269d1c2ba6e23e33305589,걍B형/SM
8c64dec0299fda30ed1998bed6ee8bf9bc590234bb6a5916f6898ddc3a34e654,걍KG[크리거]
d54bb29b8356479d03282a5ae0eeb188e4de631649caafd7e8dbb3c4b78521a4,걍M
e963a842a726b736a9da1b39c34ea8aa3feaac1be2ad7ff9239609f6fb8c6e5b,걍M/CG
b8e29168b38019659c0d568cbbab15dc89e0260092ff24ed1c8814aa02d9904a,걍M･S
466effdf52814556892d19d56703f692ec4d458a0a792a15595a2bc804f41946,걍[A.G]
2f56709403db69ebcd362919683d39e070ee237880c031917a46c6f55688e507,걍[C.A]
97923d503845aebfaa248ae3d0b8caf90b3635a063762d3f8296995325b1f592,걍[R.R]
6a68fc04d2f88d3918e847375be07330f0eb450a1f37b4ddffabb92e38009442,걍[시작형]
8d9859e08a73c56a1cb6badfe99d411ceb895b46106842ca395db091f8b30439,걍･M[마리네]
a05af13eafc9e6a76a08324935ba0f7b4ed79c4d90d9ed0dc2d7eff697274597,걍･M･S형
3c362b7c968cc4c07b6c2ba48d5109d16f322022aed0945187a59ab18a8b38cf,걍･M･S형[C.G]
997d61c9bf7971c776283199eae95fe5a0663c882f7103eaa55c6edad64a89d7,걍･P타입
8247fbde72977392140cffec46e482843e3351307a0a32cb4b2259ce1580c088,걍･고기동형
4681779e523fec5f670002526596033f88aaa2c91acee7ff4bf44bcb5805aaec,걍･고기동형[3S]
d24ba938551a6961e6285e3ac3c3e967a17bb7801ab3126e682e0c37854f0207,걍･고기동형[J.R]
87477054ae85eb37a4f37f73a49d5096c5bf00f8a6feb327021b63f930af50a2,걍･고기동형[S.M]
0037cd4879fb22256e99262e26a1f25f99d1c32cb5ac7469bb9a7236846dbeda,걍･양산형
c26aedb7cf6d4c3387b39e0dc8ad15abb3351bcda664e75fd12ab8bc95ab3fa4,걍캐논
46a489f7ccffa9cef89687e504d9caeb38cb8af8c4bb9a73427e560e56bfa610,걍크리거
dc7cd7f9bd5b4be9b6f09bd89b1b7417cb10f7360f1947c9232647b193e8f978,규네이
5371b5489a4cc1c8ed6c8ecf48abda8c04711b26fd47baf0ace7b7fbc9463706,규네이･거스
b4cd4c19133fdd9e4ac8e9cf00c63e667523cd19f35d9d4858391a1aad29180f,어뢰
6476888581b2a3f782601ed5179052270b7800fa3bc20cf3da3b34204033ca0f,기간
9aecae5f53844b00aed25027b9dca9dfc0508ba05b3c3b3dd919e629a7f55b02,기기･안달루시아
ebd150eb99eb6866ffd1a720aa921246a0233a5f50bed5159469707c02ff328e,기니아스
b0bb9e3da45c627786b146462b6422a4f527c1336ac19e67e31b649592e395e4,기니어스･사하린
e2c235a89f192bd74e16b42f1a34fc8cb546473d7c3322dca59f0292088c3376,기라도가
0a4e05260d80ee7aa4ea8348c4036bf4295af73f7709fab132ccf7d64a26b90e,기라도가[F]
459fb29689018f9d779db9e93a420d1b6271d033f968d7a13f87789788066f4a,기라도가･S
b095a303feaa424015b8b3629ee082e97e21b26d2441418a1410a888afc727ec,기라도가･S형
51b5e007b5bd88e0ca0f5b773c1bf3c635dd27ead04d0b87c27d413e0007e93e,기라도가･S형[F]
c4dd257e6851156812f4e1e9e47ed5d248d1a5e6540a636f97120cdbc670209e,기라도가･S형[R.S/F]
c648abc849d98991bf9548d942e8d9d01117420e43451feb6a860d36d5b1a234,기라도가･S형[R.S]
fd2375f3f986e365d13e6976436eb6510157919d4069e621617ac58addbd387a,기렌
df38ca3ce7d360e619cf8ceb2924c75409554266979120400fb4bd0fd274e50d,기렌･자비
bcfa948beb7fc47b4a8239c31d1e0ba997d41049ddac9c6d1bb36f7bbeb5d122,퀸만사
